galaxy,r_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms,D_Mpc,D_err_Mpc,i_deg,i_err_deg,L36_tot,M_HI,L36_disk,L36_bulge
NGC6195,8.32,247.0,6.41,192.78,226.67,1.96,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,9.34,248.0,7.64,198.8,216.7,15.34,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,10.38,242.0,9.05,207.14,206.98,25.14,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,11.36,252.0,12.5,211.69,198.54,33.65,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,12.34,245.0,8.72,213.57,190.81,41.56,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,13.32,247.0,4.44,217.57,183.83,48.79,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,14.3,238.0,9.29,223.69,177.48,54.63,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,15.47,249.0,9.98,231.69,170.69,60.46,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,16.35,250.0,6.15,234.56,166.06,63.83,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,17.92,253.0,6.96,238.09,158.63,68.08,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,19.1,258.0,15.4,241.54,153.66,69.27,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,22.52,254.0,6.51,240.74,141.52,67.69,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,26.05,256.0,7.73,225.1,131.58,66.4,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,29.48,255.0,8.5,208.87,123.68,63.14,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,33.0,244.0,5.75,195.11,116.89,61.55,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6195,36.43,246.0,4.24,185.57,111.25,65.91,127.8,12.8,62.0,5.0,391.076,20.907,,
NGC6503,0.76,77.0,10.0,70.72,0.0,4.04,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,1.52,100.0,5.0,123.17,0.0,7.62,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,2.28,110.0,2.0,142.64,0.0,9.72,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,3.04,118.0,2.0,134.42,0.0,12.42,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,3.79,121.0,2.0,121.97,0.0,13.35,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,4.55,121.0,2.0,111.53,0.0,14.78,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,5.31,117.0,2.0,103.23,0.0,17.55,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,6.07,116.0,2.0,96.65,0.0,19.2,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,6.83,116.0,2.0,91.96,0.0,20.33,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,7.59,116.0,2.0,87.62,0.0,21.66,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,8.35,115.0,1.0,83.25,0.0,22.79,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,9.11,115.0,1.0,79.58,0.0,23.92,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,9.86,116.0,1.0,76.81,0.0,24.84,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,10.64,117.0,1.0,74.18,0.0,25.46,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,11.38,117.0,1.0,71.5,0.0,26.38,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,12.12,118.0,1.0,69.18,0.0,27.2,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,12.86,117.0,1.0,67.04,0.0,28.13,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,13.7,116.0,1.0,64.84,0.0,28.74,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,14.44,115.0,1.0,63.05,0.0,28.64,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,15.18,117.0,1.0,61.39,0.0,28.33,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,15.91,116.0,1.0,59.88,0.0,28.13,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,16.65,115.0,2.0,58.45,0.0,28.33,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,17.49,115.0,2.0,56.93,0.0,28.23,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,18.23,115.0,2.0,55.71,0.0,27.82,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,18.97,114.0,2.0,54.55,0.0,27.2,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,19.71,115.0,2.0,53.46,0.0,26.9,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,20.45,114.0,2.0,52.44,0.0,26.69,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,21.29,116.0,2.0,51.35,0.0,26.49,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,22.03,115.0,3.0,50.44,0.0,26.18,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,22.76,118.0,4.0,49.61,0.0,25.87,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6503,23.5,115.0,10.0,48.79,0.0,25.46,6.26,0.31,74.0,2.0,12.845,1.744,,
NGC6674,2.5,206.0,75.0,122.77,171.6,0.0,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,7.49,285.0,8.0,218.15,99.53,0.0,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,12.54,291.0,7.0,234.07,76.92,0.0,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,17.45,274.0,5.0,221.55,65.21,0.0,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,22.47,266.0,4.0,205.25,57.46,23.41,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,27.48,255.0,2.0,190.15,51.96,35.47,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,32.5,250.0,2.0,174.2,47.78,42.22,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,37.51,242.0,2.0,160.68,44.48,45.59,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,42.42,237.0,2.0,149.48,41.82,49.68,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,47.44,235.0,2.0,139.94,39.55,50.91,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,52.45,236.0,2.0,131.98,37.61,48.66,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,57.47,242.0,2.0,125.25,35.93,50.7,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,62.48,246.0,2.0,119.5,34.46,51.01,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,67.4,242.0,4.0,114.62,33.18,48.35,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6674,72.41,242.0,5.0,110.24,32.01,44.77,51.2,10.2,54.0,6.0,214.654,32.165,,
NGC6789,0.1,13.9,3.84,7.62,0.0,2.8,3.52,0.18,43.0,7.0,0.1,0.017,,
NGC6789,0.3,29.9,3.92,17.26,0.0,7.72,3.52,0.18,43.0,7.0,0.1,0.017,,
NGC6789,0.51,46.7,4.1,20.43,0.0,11.07,3.52,0.18,43.0,7.0,0.1,0.017,,
NGC6789,0.71,60.4,9.4,21.37,0.0,11.87,3.52,0.18,43.0,7.0,0.1,0.017,,
NGC7331,2.67,221.0,20.0,317.9,136.84,-12.02,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,3.21,237.0,13.0,344.05,124.77,-12.52,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,3.74,249.0,8.0,365.51,115.63,-12.91,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,4.27,250.0,5.0,368.89,108.22,-12.71,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,4.81,253.0,5.0,367.77,101.96,-11.52,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,5.35,257.0,5.0,371.23,96.68,-9.56,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,5.88,257.0,5.0,365.05,92.22,-6.26,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,6.41,257.0,5.0,360.1,88.33,4.8,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,7.48,257.0,5.0,345.54,81.76,12.22,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,8.55,255.0,5.0,324.23,76.48,16.59,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,9.62,248.0,6.0,311.29,72.1,22.45,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,10.66,247.0,6.0,299.93,68.49,28.21,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,11.74,246.0,6.0,288.64,65.26,33.77,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,12.83,244.0,6.0,280.42,62.43,38.94,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,13.91,242.0,4.0,272.13,59.96,43.31,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,15.0,238.0,3.0,263.74,57.74,45.59,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,16.08,236.0,3.0,256.44,55.77,47.38,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,17.07,233.0,3.0,250.86,54.12,49.66,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,18.15,234.0,3.0,245.89,52.49,53.93,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,19.24,236.0,3.0,242.0,50.98,57.71,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,20.32,237.0,3.0,237.62,49.61,60.09,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,21.41,238.0,3.0,231.06,48.33,61.78,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,22.49,240.0,3.0,224.49,47.15,63.67,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,23.48,238.0,3.0,219.56,46.15,64.56,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,24.57,237.0,3.0,214.35,45.11,62.97,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,25.65,236.0,3.0,209.72,44.15,61.48,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,26.74,238.0,3.0,205.21,43.24,60.79,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,27.82,239.0,3.0,200.95,42.4,59.4,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,28.91,239.0,3.0,196.85,41.59,57.31,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,29.89,241.0,4.0,193.34,40.9,55.13,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,30.98,236.0,4.0,189.65,40.18,52.84,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,32.06,236.0,5.0,186.2,39.49,51.55,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,33.15,239.0,5.0,182.89,38.84,51.35,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,34.23,237.0,5.0,179.88,38.22,50.86,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,35.32,241.0,7.0,177.27,37.63,49.27,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7331,36.31,238.0,9.0,173.78,37.11,47.97,14.7,1.5,75.0,2.0,250.631,11.067,,
NGC7793,0.11,9.1,8.5,27.23,0.0,0.65,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.14,17.6,7.4,29.91,0.0,0.65,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.17,19.3,7.4,32.32,0.0,0.65,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.21,24.8,6.4,35.62,0.0,0.65,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.24,30.0,7.2,37.98,0.0,0.74,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.28,35.0,7.3,40.67,0.0,0.9,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.32,38.3,7.6,43.2,0.0,1.05,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.35,42.7,8.8,45.04,0.0,1.21,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.39,47.0,5.3,47.33,0.0,1.36,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.42,49.8,5.6,48.89,0.0,1.52,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.46,52.2,6.2,51.0,0.0,1.67,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.49,53.4,6.3,52.6,0.0,1.83,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.53,54.6,5.9,54.8,0.0,1.99,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.56,55.5,6.9,56.23,0.0,2.12,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.6,55.9,7.5,57.57,0.0,2.23,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.63,58.3,7.4,58.53,0.0,2.35,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.66,59.3,6.3,59.59,0.0,2.47,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.7,59.5,6.7,61.08,0.0,2.59,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,0.87,59.1,5.1,66.09,0.0,3.18,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,1.05,62.6,5.5,69.65,0.0,3.96,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,1.22,65.6,4.8,72.34,0.0,5.5,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,1.4,70.7,4.6,75.45,0.0,7.05,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,1.57,73.9,4.0,78.94,0.0,8.58,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,1.75,78.5,4.2,82.71,0.0,10.09,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,1.92,82.4,4.6,87.55,0.0,11.55,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,2.1,87.1,4.9,92.38,0.0,13.06,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,2.27,89.6,5.4,95.96,0.0,14.78,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,2.45,94.9,5.7,96.45,0.0,16.4,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,2.62,98.1,5.0,95.98,0.0,18.13,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,2.79,99.3,5.7,96.23,0.0,20.29,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,2.97,98.6,7.2,96.64,0.0,22.34,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,3.16,101.0,8.7,96.45,0.0,24.5,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,3.33,103.0,9.4,95.51,0.0,26.22,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,3.51,107.0,9.1,94.38,0.0,27.95,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,3.68,114.0,7.4,93.3,0.0,29.68,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,3.85,112.0,8.1,92.28,0.0,29.78,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,4.03,114.0,7.6,91.15,0.0,30.0,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,4.2,116.0,7.2,89.82,0.0,30.11,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,4.38,114.0,7.8,88.18,0.0,30.65,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,4.73,114.0,11.4,85.52,0.0,31.83,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,5.25,109.0,9.9,82.4,0.0,33.35,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,5.78,107.0,12.6,77.56,0.0,34.64,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,6.3,105.0,12.5,74.17,0.0,34.75,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,6.82,101.0,5.2,71.94,0.0,33.99,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,7.35,94.5,4.6,69.09,0.0,32.7,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7793,7.87,90.8,6.1,66.92,0.0,30.97,3.61,0.18,47.0,9.0,7.05,0.861,,
NGC7814,0.63,265.0,15.0,39.69,345.22,-0.69,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,1.72,250.0,15.0,81.63,298.99,-2.33,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,2.79,233.0,7.29,104.82,255.24,-3.94,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,3.91,230.0,6.45,118.95,225.3,-5.06,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,5.03,228.0,5.37,122.96,203.41,-3.48,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,6.14,228.0,5.16,120.03,186.27,1.4,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,7.26,227.0,5.94,115.88,172.25,-1.38,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,8.37,226.0,3.0,113.5,160.83,5.96,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,9.5,223.0,3.92,109.97,151.12,11.22,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,10.65,219.0,2.9,105.99,142.79,16.09,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,11.74,216.0,2.55,102.02,136.04,18.57,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,12.82,214.0,2.55,97.84,130.19,19.07,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,14.01,214.0,3.07,93.27,124.54,17.78,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,15.09,214.0,3.61,89.43,120.01,20.16,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,16.18,214.0,4.46,85.93,115.89,23.24,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,17.36,214.0,5.07,82.48,111.88,23.44,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,18.44,214.0,4.78,79.67,108.55,23.34,14.4,0.66,90.0,1.0,74.529,1.07,,
NGC7814,19.53,214.0,4.87,77.35,105.49,22.64,14.4,0.66,90.0,1.0,74.529,1.07,,
UGC00128,1.25,34.1,18.8,29.4,0.0,1.71,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,3.75,78.4,6.54,49.15,0.0,4.27,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,6.25,96.9,2.44,50.52,0.0,7.23,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,8.76,108.0,1.26,51.47,0.0,11.57,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,11.25,113.0,1.0,53.63,0.0,13.37,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,13.74,114.0,0.86,57.25,0.0,16.66,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,16.22,121.0,0.68,57.75,0.0,23.15,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,18.71,126.0,0.55,55.23,0.0,30.33,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,21.3,128.0,0.63,52.6,0.0,35.52,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,23.79,129.0,0.61,50.52,0.0,39.51,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,26.28,129.0,0.65,47.75,0.0,42.0,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,28.77,131.0,0.73,45.88,0.0,44.9,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,31.25,131.0,0.83,43.92,0.0,45.1,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,33.74,131.0,0.75,42.1,0.0,43.0,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,36.23,127.0,1.24,40.43,0.0,42.3,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,38.82,126.0,1.4,38.83,0.0,42.4,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,41.31,130.0,1.62,37.43,0.0,41.7,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,43.8,132.0,2.01,36.18,0.0,40.21,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,46.28,134.0,2.1,35.02,0.0,38.81,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,48.77,129.0,2.66,33.97,0.0,37.11,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,51.26,132.0,4.67,33.04,0.0,35.72,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC00128,53.75,125.0,5.95,32.1,0.0,34.72,64.5,9.7,57.0,10.0,12.02,7.431,,
UGC01281,0.08,1.41,4.0,1.5,0.0,-5.85,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,0.23,4.46,4.0,3.55,0.0,-5.85,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,0.38,7.71,4.0,5.31,0.0,-0.98,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,0.54,11.0,4.0,8.22,0.0,-2.22,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,0.69,14.2,4.0,10.22,0.0,-3.47,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,0.84,17.2,5.78,12.07,0.0,-4.43,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.0,20.2,4.74,13.91,0.0,-5.15,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.15,23.2,4.0,15.41,0.0,-5.85,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.3,26.4,7.13,16.74,0.0,-1.76,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.46,29.3,4.38,17.86,0.0,2.33,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.61,31.6,4.94,18.77,0.0,5.46,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.76,34.6,4.0,19.16,0.0,7.63,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,1.92,37.4,7.09,19.52,0.0,9.79,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,2.07,39.9,4.0,19.66,0.0,11.26,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,2.22,42.2,4.37,19.81,0.0,12.73,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,2.38,44.4,4.58,19.88,0.0,13.9,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,2.53,46.7,5.91,20.02,0.0,14.68,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,2.68,48.5,7.72,19.97,0.0,15.47,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,2.76,49.3,9.73,19.92,0.0,15.76,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,3.07,53.0,4.0,19.61,0.0,16.84,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,3.46,54.1,4.0,19.28,0.0,18.3,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,3.83,55.0,4.0,18.95,0.0,18.5,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,4.23,55.7,4.0,18.54,0.0,18.21,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,4.62,56.4,4.0,18.33,0.0,19.58,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC01281,4.99,56.9,4.0,18.23,0.0,20.46,5.27,0.24,90.0,1.0,0.353,0.294,,
UGC02487,9.93,377.0,10.3,255.96,207.88,-13.26,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,10.05,377.0,19.7,257.66,206.72,-13.37,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,10.35,378.0,10.8,261.62,204.38,-13.47,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,15.07,367.0,10.7,272.35,172.87,-11.85,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,20.09,364.0,6.67,269.96,151.39,13.97,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,25.12,375.0,6.19,262.34,134.72,27.34,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,30.14,383.0,3.82,253.37,123.32,34.12,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,35.17,378.0,2.21,235.34,114.11,36.15,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,40.19,364.0,4.0,219.18,106.71,36.15,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,45.21,349.0,3.0,206.41,100.63,35.84,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,50.24,338.0,3.08,194.11,95.47,37.87,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,55.26,332.0,2.19,183.23,91.03,41.62,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,60.28,330.0,1.61,174.98,87.16,44.55,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,65.31,329.0,2.2,166.27,83.74,46.17,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,70.33,330.0,3.53,159.17,80.69,46.48,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,75.35,332.0,13.4,152.96,77.96,44.86,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02487,80.38,333.0,15.3,147.51,75.48,42.32,69.1,10.4,36.0,5.0,489.955,17.963,,
UGC02885,1.7,305.0,10.0,92.31,265.84,0.0,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,3.41,257.0,10.0,152.76,236.42,0.0,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,6.82,256.0,10.0,220.93,175.44,0.0,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,13.67,271.0,10.0,244.9,123.9,0.0,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,19.49,282.0,10.0,240.52,103.77,0.0,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,23.36,287.0,10.0,238.85,94.78,28.79,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,27.24,283.0,10.0,232.97,87.77,40.2,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,31.22,280.0,10.0,223.71,81.99,45.05,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,35.1,280.0,10.0,214.74,77.32,50.3,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,38.97,281.0,10.0,206.96,73.38,59.7,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,42.85,282.0,10.0,198.69,69.98,67.17,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,46.73,287.0,10.0,189.07,67.02,65.05,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,50.71,292.0,10.0,184.25,64.33,71.21,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,54.58,298.0,10.0,180.41,62.01,79.19,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,58.46,298.0,10.0,174.83,59.92,83.33,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,62.34,298.0,10.0,168.07,58.02,83.33,80.6,8.06,64.0,4.0,403.525,40.075,,
UGC02885,66.21,298.0,10.0,162.78,56.3,82.83,80.6,8.06,64.0,4.0,403.525,40.075,,
